campaign_id,scenario,method,report,edp_count,week_count,report_type,truth_union,estimated_union,union_relative_error,signed_union_error,population_bound_excess,mean_marginal_relative_error,pair_intersection_error,three_way_intersection_error,four_plus_intersection_error,stable_key_fragmentation,cross_edp_email_fragmentation,mean_vids_per_true_person,mean_day_dial,day_dial_churn,first_available_day,state_entries,pool_count,requires_ordered_days,notes
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_1_12__2_edps,2,12,prefix,14373,11076,0.22938843665205594,-0.22938843665205594,0.0,0.0,0.6041781198460693,0.0,0.0,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_5_12__2_edps,2,8,interval,13910,10725,0.22897196261682243,-0.22897196261682243,0.0,0.0,0.6510629599345871,0.0,0.0,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_1_3__5_edps,5,3,prefix,6763,6089,0.09965991423924293,-0.09965991423924293,0.0,0.0,0.9146853146853147,7.112903225806452,55.6,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_1_12__5_edps,5,12,prefix,17620,13740,0.22020431328036322,-0.22020431328036322,0.0,0.0,0.48909110072726,1.3624159021406728,2.9673404454426353,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_7_13__5_edps,5,7,interval,17188,13399,0.22044449616011172,-0.22044449616011172,0.0,0.0,0.4188369402669225,1.1244254547808636,2.3827433628318584,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,all_weeks__5_edps,5,13,prefix,17804,14793,0.16911929903392495,-0.16911929903392495,0.0,0.0,0.36990491099901435,0.9997237060232087,2.0969681463477037,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,noncontiguous__5_edps,5,6,noncontiguous,15212,12476,0.17985800683670786,-0.17985800683670786,0.0,0.0,0.39435608570797437,1.0507308684436802,2.2072691552062866,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_1_3__10_edps,10,3,prefix,10863,10771,0.008469115345668785,-0.008469115345668785,0.0,0.0,0.7035719808257306,4.638655462184874,91.67796610169492,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,weeks_1_12__10_edps,10,12,prefix,17994,17968,0.0014449260864732689,-0.0014449260864732689,0.0,0.0,0.2752746396127477,0.5837992120181963,1.0874225288262964,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
eval_broad_awareness_control_0,broad_awareness_control,pair_targeted_fixed_marginal_atlas,all_weeks__10_edps,10,13,prefix,17999,17968,0.001722317906550364,-0.001722317906550364,0.0,0.0,0.20127685972311846,0.38630940081227816,0.6701948417795033,0.0,0.9999119330691325,6.259514417467637,0.020935310869932444,0.01359732957425107,0,112681,46,True,Fixed EDP reaches with calibrated pair deficits controlling cross-EDP slot sharing.
