campaign_id,scenario,method,report,report_type,edp_count,week_count,truth_union,estimated_union,union_relative_error
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,4056,4056,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,3724,3691,0.008861439312567132
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,2493,2493,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,4809,4809,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,3946,3611,0.08489609731373543
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,4846,4846,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,3659,3644,0.004099480732440558
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,2963,2963,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,4921,4921,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,4953,4953,0.0
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,4550,4335,0.04725274725274725
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,4077,3735,0.08388520971302428
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,3911,3925,0.0035796471490667347
venn_linkage_shift_-1.0,linkage_shift_-1.0,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,2470,2485,0.006072874493927126
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,545,568,0.04220183486238532
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,5265,7377,0.4011396011396011
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_5_12__2_edps,interval,2,8,4791,6394,0.33458568148611983
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,1543,1630,0.056383668178872325
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,8273,14169,0.712679801764777
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_7_13__5_edps,interval,5,7,7156,10790,0.5078256008943544
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,all_weeks__5_edps,prefix,5,13,8739,15805,0.8085593317313193
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,5416,7036,0.29911373707533234
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,2128,2320,0.09022556390977443
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,9853,19640,0.993301532528164
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,all_weeks__10_edps,prefix,10,13,10290,21757,1.114382896015549
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_5_12__10_edps,interval,10,8,9066,16112,0.7771894992278844
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,weeks_7_13__10_edps,interval,10,7,8675,14678,0.6919884726224784
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,6742,9510,0.4105606644912489
venn_linkage_shift_0.0,linkage_shift_0.0,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,2822,3248,0.15095676824946846
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,545,545,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,5265,5265,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,4791,4913,0.02546441243999165
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,1543,1543,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,8273,8273,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,7156,7077,0.011039686975964226
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,8739,8739,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,5416,5222,0.03581979320531758
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,2128,2128,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,9853,9853,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,10290,10290,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,9066,9171,0.01158173395102581
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,8675,8574,0.01164265129682997
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,6742,6309,0.06422426579649955
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,2822,2821,0.00035435861091424523
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,545,545,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,5265,5265,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,4791,4667,0.02588186182425381
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,1543,1543,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,8273,8273,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,7156,6303,0.11920067076579094
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,8739,8739,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,5416,5528,0.0206794682422452
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,2128,2128,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,9853,9853,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,10290,10290,0.0
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,9066,7958,0.12221486874034855
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,8675,7326,0.1555043227665706
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,6742,6854,0.01661228122218926
venn_linkage_shift_0.0,linkage_shift_0.0,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,2822,2865,0.015237420269312544
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,442,462,0.04524886877828054
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,3874,6726,0.7361899845121321
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_5_12__2_edps,interval,2,8,3694,5943,0.6088251218191663
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,2092,2468,0.17973231357552583
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,4728,13975,1.9557952622673436
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_7_13__5_edps,interval,5,7,4269,8938,1.09369875849145
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,all_weeks__5_edps,prefix,5,13,4834,15095,2.122672734795201
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,3667,6600,0.7998363785110445
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,2625,3668,0.3973333333333333
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,4831,17843,2.693438211550404
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,all_weeks__10_edps,prefix,10,13,4925,19318,2.92243654822335
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_5_12__10_edps,interval,10,8,4540,12759,1.810352422907489
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,weeks_7_13__10_edps,interval,10,7,4393,11053,1.5160482585932165
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,3898,8539,1.1906105695228322
venn_linkage_shift_1.0,linkage_shift_1.0,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,2500,3135,0.254
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,442,442,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,3874,3874,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,3694,3641,0.014347590687601516
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,2092,2092,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,4728,4728,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,4269,4105,0.038416490981494494
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,4834,4834,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,3667,3491,0.047995636760294516
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,2625,2625,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,4831,4831,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,4925,4925,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,4540,4398,0.03127753303964758
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,4393,4219,0.03960846801730025
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,3898,3665,0.05977424320164187
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,2500,2411,0.0356
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,442,442,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,3874,3874,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,3694,3612,0.022198159177043854
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,2092,2092,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,4728,4728,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,4269,4033,0.05528226750995549
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,4834,4834,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,3667,3628,0.010635396782110717
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,2625,2625,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,4831,4831,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,4925,4925,0.0
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,4540,4292,0.05462555066079295
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,4393,4128,0.06032324152060096
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,3898,3879,0.0048742945100051305
venn_linkage_shift_1.0,linkage_shift_1.0,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,2500,2433,0.0268
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,1561,2282,0.4618834080717489
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,2080,2803,0.34759615384615383
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_5_12__2_edps,interval,2,8,519,521,0.0038535645472061657
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,1573,2590,0.6465352828989193
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,2849,6814,1.3917163917163917
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_7_13__5_edps,interval,5,7,1992,2054,0.03112449799196787
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,all_weeks__5_edps,prefix,5,13,3169,7158,1.2587567055853581
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,2188,3445,0.5744972577696527
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,1573,2590,0.6465352828989193
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,4043,12490,2.0892901310907743
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,all_weeks__10_edps,prefix,10,13,4580,14192,2.098689956331878
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_5_12__10_edps,interval,10,8,4043,9129,1.2579767499381647
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,weeks_7_13__10_edps,interval,10,7,4580,9088,0.9842794759825327
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,2860,6701,1.343006993006993
venn_staggered_retargeting,staggered_retargeting,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1513,1722,0.1381361533377396
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,1561,1561,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,2080,2080,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,519,519,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,1573,1573,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,2849,2849,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,1992,1995,0.0015060240963855422
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,3169,3169,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,2188,2148,0.018281535648994516
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,1573,1573,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,4043,4043,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,4580,4580,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,4043,4042,0.0002473410833539451
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,4580,4578,0.0004366812227074236
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,2860,2784,0.026573426573426574
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1513,1385,0.08460013218770654
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,1561,1561,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,2080,2080,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,519,519,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,1573,1573,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,2849,2849,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,1992,1994,0.001004016064257028
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,3169,3169,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,2188,2061,0.058043875685557585
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,1573,1573,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,4043,4043,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,4580,4580,0.0
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,4043,4042,0.0002473410833539451
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,4580,4578,0.0004366812227074236
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,2860,2794,0.023076923076923078
venn_staggered_retargeting,staggered_retargeting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1513,1384,0.08526107072042301
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,2076,2809,0.3530828516377649
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_5_12__2_edps,interval,2,8,2076,2809,0.3530828516377649
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,2853,5126,0.7967052225727305
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_7_13__5_edps,interval,5,7,2849,2900,0.0179010179010179
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,all_weeks__5_edps,prefix,5,13,3180,5474,0.7213836477987421
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,noncontiguous__5_edps,noncontiguous,5,6,1937,1943,0.003097573567372225
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_1_3__10_edps,prefix,10,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_1_12__10_edps,prefix,10,12,4023,7222,0.7951777280636341
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,all_weeks__10_edps,prefix,10,13,4593,7874,0.7143479207489658
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_5_12__10_edps,interval,10,8,4023,7222,0.7951777280636341
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,weeks_7_13__10_edps,interval,10,7,4528,4751,0.049249116607773855
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,noncontiguous__10_edps,noncontiguous,10,6,2865,2888,0.008027923211169284
venn_synchronized_retargeting,synchronized_retargeting,daily_full_venn,noncontiguous__2_edps,noncontiguous,2,6,1012,1012,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_1_3__2_edps,prefix,2,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_1_12__2_edps,prefix,2,12,2076,2076,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_5_12__2_edps,interval,2,8,2076,2076,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_1_3__5_edps,prefix,5,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_1_12__5_edps,prefix,5,12,2853,2853,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_7_13__5_edps,interval,5,7,2849,2813,0.012636012636012635
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,all_weeks__5_edps,prefix,5,13,3180,3180,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,noncontiguous__5_edps,noncontiguous,5,6,1937,1935,0.0010325245224574084
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_1_3__10_edps,prefix,10,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_1_12__10_edps,prefix,10,12,4023,4023,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,all_weeks__10_edps,prefix,10,13,4593,4593,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_5_12__10_edps,interval,10,8,4023,4023,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,weeks_7_13__10_edps,interval,10,7,4528,4499,0.006404593639575972
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,noncontiguous__10_edps,noncontiguous,10,6,2865,2852,0.004537521815008726
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_recent,noncontiguous__2_edps,noncontiguous,2,6,1012,1010,0.001976284584980237
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_1_3__2_edps,prefix,2,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_1_12__2_edps,prefix,2,12,2076,2076,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_5_12__2_edps,interval,2,8,2076,2076,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_1_3__5_edps,prefix,5,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_1_12__5_edps,prefix,5,12,2853,2853,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_7_13__5_edps,interval,5,7,2849,2813,0.012636012636012635
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,all_weeks__5_edps,prefix,5,13,3180,3180,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,noncontiguous__5_edps,noncontiguous,5,6,1937,1935,0.0010325245224574084
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_1_3__10_edps,prefix,10,3,0,0,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_1_12__10_edps,prefix,10,12,4023,4023,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,all_weeks__10_edps,prefix,10,13,4593,4593,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_5_12__10_edps,interval,10,8,4023,4023,0.0
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,weeks_7_13__10_edps,interval,10,7,4528,4499,0.006404593639575972
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,noncontiguous__10_edps,noncontiguous,10,6,2865,2851,0.004886561954624782
venn_synchronized_retargeting,synchronized_retargeting,cumulative_full_venn_oldest,noncontiguous__2_edps,noncontiguous,2,6,1012,1010,0.001976284584980237
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,weeks_1_3__2_edps,prefix,2,3,1568,2292,0.461734693877551
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,weeks_1_12__2_edps,prefix,2,12,4352,5163,0.18635110294117646
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,weeks_5_12__2_edps,interval,2,8,2784,2871,0.03125
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,weeks_1_3__5_edps,prefix,5,3,1619,3888,1.4014823965410748
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,weeks_1_12__5_edps,prefix,5,12,7659,10800,0.4101057579318449
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,weeks_7_13__5_edps,interval,5,7,7217,8627,0.19537203824303728
venn_shared_seed_then_expansion,shared_seed_then_expansion,daily_full_venn,all_weeks__5_edps,prefix,5,13,8836,12515,0.4163648709823449
